,station_id,station_na,lat,lon,neighborhood_id,FSA_code,da_id,cluster
0,7021,Bay St / Albert St,43.653264,-79.382458,76,M5G,35204616.0,21
1,7160,King St W / Tecumseth St,43.64333333,-79.40555556,82,M5V,35204142.0,18
2,7012,Elizabeth St / Edward St (Bus Terminal),43.656026,-79.385327,76,M5G,35204607.0,24
3,7041,Edward St / Yonge St,43.656729,-79.382736,76,M5G,35204608.0,30
4,7275,Queen St W / James St,43.652276,-79.380701,76,M5G,35204616.0,21
5,7199,College St / Markham St,43.65638889,-79.40916667,80,M6G,35200911.0,29
6,7202,Queen St W / York St (City Hall),43.651667,-79.384167,76,M5G,35204616.0,21
7,7192,Harbord St / Clinton St,43.660414,-79.415646,80,M6G,35201024.0,29
8,7025,Ted Rogers Way / Bloor St E,43.671293,-79.380471,75,M4Y,35204578.0,4
9,7010,King St W / Spadina Ave,43.645323,-79.395003,77,M5V,35204844.0,22
10,7184,Ossington Ave / College St,43.6544915,-79.422634,80,M6G,35200921.0,9
11,7047,University Ave / Gerrard St W (East Side),43.657763,-79.389165,76,M5G,35204617.0,30
12,7164,Gould St / Yonge St (Ryerson University),43.657424,-79.381019,75,M5B,35204609.0,2
13,7302,Winona Dr / Davenport Rd,43.674923,-79.430465,94,M6H,35201157.0,8
14,7027,Beverley  St / Dundas St W,43.652823,-79.393388,78,M5T,35200861.0,30
15,7104,King St E / River St,43.65678478,-79.35627385,73,M5A,35203176.0,35
16,7046,Niagara St / Richmond St W,43.64534,-79.409597,82,M6J,35200877.0,18
17,7028,Gould St / Mutual St,43.6582,-79.3768,75,M5B,35204611.0,2
18,7236,Thompson St / Broadview Ave - SMART,43.659471,-79.350325,70,M4M,35204575.0,34
19,7072,Fleet St / Bathurst St,43.636611,-79.400042,82,M5V,35203157.0,20
20,7044,Church St / Alexander St,43.663722,-79.380288,75,M4Y,35204583.0,4
21,7253,John St  / Mercer St - SMART,43.6461,-79.3895,77,M5V,35204845.0,23
22,7038,Dundas St W / Yonge St,43.656094,-79.381484,76,M5G,35204616.0,2
23,7135,Hanna Ave / Liberty St,43.6384009,-79.4197107,82,M6K,35204872.0,17
24,7177,East Liberty St / Pirandello St,43.63861111,-79.41472222,82,M6K,35204871.0,19
25,7158,King St W / Stafford St,43.6422222,-79.41111111,82,M6J,35203163.0,19
26,7251,The Royal Ontario Museum (Bloor St Entrance),43.668372,-79.393586,76,M5S,35204603.0,28
27,7189,Augusta Ave / Denison Sq,43.653766,-79.4016759,78,M5T,35200890.0,22
28,7148,King St W / Joe Shuster Way,43.639444,-79.423611,85,M6K,35204220.0,17
29,7281,Charles St W / Balmuto St - SMART,43.668427,-79.38725,76,M4Y,35204599.0,28
30,7273,Bay St / Charles St - SMART,43.668153,-79.38891,76,M5S,35204602.0,28
31,7100,Dundas St E / Regent Park Blvd,43.660207,-79.361275,72,M5A,35200805.0,1
32,7271,Yonge St / Alexander St - SMART,43.662862,-79.383572,75,M4Y,35204590.0,4
33,7079,McGill St / Church St,43.660694,-79.379052,75,M5B,35204586.0,2
34,7211,Fort York Blvd / Garrison Rd,43.6375,-79.40611111,82,M5V,35203157.0,19
35,7005,King St W / York St,43.6480008,-79.383177,76,M5H,35200855.0,21
36,7322,King St W / Brant St,43.645133,-79.397639,77,M5V,35204894.0,22
37,7195,Ulster St / Bathurst St,43.66,-79.40888889,79,M5S,35201028.0,29
38,7069,Queen St W / Spadina Ave,43.649147,-79.395504,78,M5T,35200864.0,22
39,7233,King / Cowan Ave - SMART,43.637922,-79.431734,85,M6K,35203170.0,17
40,7246,Yonge St / Bloor St,43.669969,-79.386532,75,M4W,35204620.0,4
41,7152,Ossington Ave / Bloor St W,43.661705,-79.425734,80,M6H,35203833.0,9
42,7205,Rusholme Park Cres / College St,43.65277778,-79.42972222,84,M6J,35201420.0,9
43,7183,St Clarens Ave / College St,43.651238,-79.43868,83,M6K,35200941.0,5
44,7298,Bathurst St / Adelaide St W,43.645324,-79.40345,82,M6J,35204186.0,18
45,7324,King St W / Charlotte St (West),43.645572,-79.39399,77,M5V,35204844.0,22
46,7017,Widmer St / Adelaide St W,43.6475076,-79.3914841,77,M5V,35204842.0,23
47,7204,College St / Crawford St,43.655,-79.418889,81,M6J,35201426.0,9
48,7009,King St E / Jarvis St,43.650325,-79.372287,75,M5C,35200822.0,37
49,7252,Robert St / Bloor St W - SMART,43.665846,-79.404998,79,M5S,35201031.0,26
50,7224,Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569,87,M6S,35201312.0,15
51,7089,Church St  / Wood St,43.662712,-79.379903,75,M4Y,35204589.0,4
52,7248,Baldwin Ave / Spadina Ave - SMART,43.654905,-79.398448,78,M5T,35200897.0,26
53,7162,Hayter St / Laplante Ave,43.65916667,-79.38555556,76,M5G,35204605.0,24
54,7283,Front St W / Bay St (South Side),43.64595,-79.378761,77,M5J,35204896.0,37
55,7045,Bond St / Queen St E,43.653236,-79.376716,75,M5B,35204615.0,2
56,7333,King St E / Victoria St,43.6495789,-79.3762096,75,M5C,35204022.0,37
57,7382,Simcoe St / Adelaide St W,43.6481303,-79.38632,76,M5H,35200855.0,23
58,7053,Metro Hall Plaza,43.645859,-79.38783,77,M5V,35204845.0,23
59,7000,Fort York  Blvd / Capreol Ct,43.639832,-79.395954,77,M5V,35204819.0,22
60,7243,Exhibition GO Station,43.6356551,-79.4184785,82,M5V,35204873.0,19
61,7163,Yonge St / Wood St,43.6622222,-79.3825,75,M4Y,35204589.0,4
62,7143,Kendal Ave / Bernard Ave,43.671513,-79.408317,95,M5R,35201049.0,31
63,7342,Morse St / Eastern Ave - SMART,43.657991,-79.340075,70,M4M,35204634.0,34
64,7232,Queen St W  /  Fuller Ave - SMART,43.640255,-79.439223,86,M6R,35201409.0,5
65,7030,Bay St / Wellesley St W,43.664088,-79.387095,76,M5S,35204901.0,28
66,7019,Temperance St. Station,43.6507021,-79.3800546,76,M5H,35200855.0,21
67,7057,Simcoe St / Wellington St South,43.6458569,-79.3853654,76,M5H,35200855.0,23
68,7060,Princess St / Adelaide St E,43.652123,-79.367139,73,M5A,35204230.0,35
69,7002,St. George St / Bloor St W,43.667333,-79.399429,79,M5S,35204157.0,26
70,7335,Bay St / Bloor St W (West Side),43.669244,-79.3894,76,M5S,35204603.0,24
71,7198,Queen St W / Cowan Ave,43.6409,-79.432837,85,M6K,35204663.0,5
72,7074,King St E / Church St,43.6500392,-79.3733541,75,M5C,35200822.0,30
73,7363,Wells Hill Ave / St Clair Ave W,43.683351,-79.41562,96,M5R,35204757.0,31
74,7077,College Park South,43.659777,-79.382767,76,M5G,35204606.0,2
75,7384,Cumberland Ave / Bay St SMART,43.6704537,-79.39014,95,M5R,35202820.0,28
76,7101,Lower Sherbourne St / The Esplanade,43.648655,-79.367061,77,M5A,35200832.0,35
77,7007,College St / Huron St,43.658148,-79.398167,78,M5T,35200895.0,26
78,7061,Dalton Rd / Bloor St W,43.6662942,-79.4066433,95,M5R,35201058.0,29
79,7118,King St W / Bay St (East Side),43.648575,-79.380042,76,M5H,35200855.0,21
80,7078,College St / Major St,43.6576,-79.4032,79,M5S,35200906.0,26
81,7372,King St W / Portland St,43.644561,-79.400121,77,M5V,35204894.0,22
82,7292,Granby St / Church St - SMART,43.6614605,-79.3789457,75,M5B,35204587.0,2
83,7255,Stewart St / Bathurst St  - SMART,43.643307,-79.402176,77,M5V,35204894.0,18
84,7256,Vanauley St / Queen St W - SMART,43.648437,-79.39838,78,M5T,35200866.0,18
85,7049,Queen St W / Portland St,43.6476,-79.4015,77,M5V,35200870.0,18
86,7059,Front St W / Blue Jays Way,43.643473,-79.390477,77,M5J,35204826.0,22
87,7073,Spadina Ave / Fort York Blvd,43.640114,-79.393249,77,M5V,35204820.0,22
88,7020,Phoebe St / Spadina Ave,43.650033,-79.396555,78,M5T,35200864.0,22
89,7254,Borden St / Bloor St W - SMART,43.66581,-79.408639,95,M5R,35201059.0,29
90,7016,Bay St / Queens Quay W (Ferry Terminal),43.640978,-79.376785,77,M5J,35204653.0,37
91,7037,Bathurst St / Dundas St W,43.6523,-79.4058,78,M5T,35200888.0,26
92,7293,College St / McCaul St,43.65906,-79.393771,78,M5T,35200903.0,30
93,7197,Queen St W / Dovercourt Rd,43.6438602,-79.4227573,84,M6J,35201450.0,17
94,7054,Navy Wharf Ct. / Bremner Blvd.,43.640722,-79.391051,77,M5V,35204825.0,22
95,7235,Bay St / College St (West Side) - SMART,43.660087,-79.385655,76,M5G,35204605.0,24
96,7006,Bay St / College St (East Side),43.660439,-79.385525,76,M5G,35204606.0,30
97,7043,Queens Quay W / Lower Simcoe St,43.63951,-79.383717,77,M5J,35204655.0,25
98,7036,Trinity St /Front St E,43.651318,-79.36023,77,M5A,35203175.0,35
99,7022,Simcoe St / Queen St W,43.650858,-79.387582,78,M5T,35204018.0,23
100,7288,Humber Bay Shores Park West,43.6224434,-79.480284,17,M8V,35204675.0,10
101,7018,Bremner Blvd / Rees St,43.641529,-79.386741,77,M5J,35204826.0,25
102,7207,Dundas St W / Crawford St,43.649722,-79.416944,81,M6J,35201439.0,9
103,7173,Cariboo St / Rail Path,43.66666667,-79.45833333,93,M6P,35201165.0,6
104,7155,Bathurst St / Lennox St,43.663808,-79.410491,79,M5S,35201029.0,29
105,7242,Lake Shore Blvd W / Ontario Dr,43.630254,-79.420317,82,M5V,35204873.0,10
106,7366,Fort York Blvd / Bathurst St SMART,43.639052,-79.399792,77,M5V,35204819.0,20
107,7260,Spadina Ave / Adelaide St W,43.646688,-79.395267,77,M5V,35204841.0,22
108,7115,Howard St / Sherbourne St,43.6712581,-79.376367,74,M4X,35204565.0,4
109,7231,Wright / Sorauren (Sorauren Park) - SMART,43.646677,-79.442741,86,M6R,35201407.0,5
110,7318,Hubbard Blvd. / Glen Manor Dr.,43.668633,-79.291162,63,M4E,35203230.0,14
111,7129,Davenport Rd / Avenue Rd,43.674991,-79.396273,95,M5R,35203991.0,32
112,7226,Lake Shore Blvd W / The Boulevard Club,43.636731,-79.444966,85,M6S,35201466.0,10
113,7222,Sunnyside - Gus Ryder Pool,43.637894,-79.454823,85,M6S,35201466.0,10
114,7040,Euclid Ave / Bloor St W,43.664467,-79.414783,95,M6G,35201069.0,29
115,7149,Yarmouth Rd / Christie St,43.67,-79.42083333,95,M6G,35200988.0,27
116,7068,Dockside Dr / Queens Quay E (Sugar Beach),43.645298,-79.365583,77,M5A,35200832.0,35
117,7388,Broadview Ave / Danforth Ave,43.6772,-79.35858,67,M4K,35200741.0,11
118,7033,Union Station,43.645609,-79.380386,77,M5J,35204896.0,37
119,7161,Beverley St / College St,43.6575,-79.39527778,78,M5T,35200903.0,26
120,7208,80 Clinton St (North of College) - SMART,43.656296,-79.414663,80,M6G,35200915.0,29
121,7367,Alma Ave / Gladstone Ave SMART,43.6448617,-79.42822,84,M6J,35201412.0,9
122,7062,University Ave / College St (West),43.659226,-79.390213,78,M5G,35204617.0,30
123,7221,High Park Subway Station,43.6543604,-79.4655296,88,M6P,35204097.0,15
124,7216,Wellington St W / Stafford St,43.641281,-79.409339,82,M5V,35204142.0,19
125,7223,Parkside Dr / Bloor St W - SMART,43.654501,-79.460053,87,M6S,35201312.0,15
126,7357,Lake Shore Blvd E / Leslie St,43.659195,-79.329196,70,M4M,35204634.0,13
127,7153,Bloor St W / Christie St,43.6638889,-79.41888889,93,M6G,35201072.0,29
128,7171,Ontario Place Blvd / Lake Shore Blvd W (East),43.6322445,-79.4108105,82,M5V,35204873.0,19
129,7150,Dufferin St / Sylvan Av (Dufferin Grove Park),43.6555556,-79.43361111,83,M6H,35200927.0,9
130,7035,Queen St W / Ossington Ave,43.643975,-79.419576,82,M6J,35203161.0,17
131,7131,Taddle Creek Park,43.66986,-79.398443,95,M5R,35201038.0,28
132,7369,Dupont St / Emerson Ave SMART,43.667266,-79.443946,93,M6H,35200969.0,8
133,7076,York St / Queens Quay W,43.640132,-79.380464,77,M5J,35204827.0,25
134,7220,Lake Shore Blvd W / Ellis Ave,43.635932,-79.465083,85,M6S,35201466.0,10
135,7174,Bloor St W / Dundas St W,43.6563889,-79.45166667,86,M6R,35201406.0,6
136,7086,High Park - West Rd,43.6525077,-79.4654233,87,M6S,35201312.0,15
137,7282,Adelaide St W / Bay St - SMART,43.650152,-79.379856,76,M5H,35200855.0,37
138,7015,King St W / Bay St (West Side),43.64852,-79.380576,76,M5H,35200855.0,21
139,7075,Queens Quay W / Dan Leckie Way,43.636533,-79.395854,77,M5V,,20
140,7289,Humber Bay Shores Park East,43.6308933,-79.4722622,17,M8V,35204675.0,10
141,7203,Bathurst St/Queens Quay(Billy Bishop Airport),43.635492,-79.398253,82,M5V,35204873.0,20
142,7168,Queens Quay / Yonge St,43.641646,-79.375308,77,M5J,35204899.0,37
143,7133,Summerhill Station,43.681944,-79.390556,98,M4T,35204509.0,32
144,7023,College St / Borden St,43.6571,-79.4056,79,M5S,35200908.0,26
145,7111,King St W / Douro St,43.640885,-79.416379,82,M6K,35203160.0,19
146,7240,Bloor St W / Shaw Ave - SMART,43.662403,-79.423098,80,M6G,35201020.0,9
147,7102,Nelson St / Duncan St,43.648711,-79.389728,77,M5V,35204843.0,23
148,7320,Front St W / University Ave (1),43.6451635,-79.3831757,76,M5H,35200855.0,25
149,7259,Lower Spadina Ave / Lake Shore Blvd,43.638497,-79.39192,77,M5J,35204827.0,22
150,7003,Madison Ave / Bloor St W,43.667158,-79.402761,95,M5R,35201034.0,26
151,7373,George St / King St E,43.6509552,-79.3707,73,M5A,35204230.0,37
152,7329,Crawford St / Queen St W,43.645665,-79.415345,81,M6J,35201439.0,9
153,7182,Sterling Rd / Dundas St W,43.65083333,-79.44305556,83,M6P,35200952.0,5
